Transaction_ID,Product_Name,Price,Order_Date,Quantity,Customer_Email,Payment_Status
TXN0088,Smartphone,158.0,,1.0,customer30@email.com,Success
TXN0089,Smartphone,1621.53,,5.0,customer33@gmail.com,Success
TXN0090,Cooling Pad,1052.9,,0.0,customer5@outlook.com,Pending
TXN0091,SSD,1450.23,,10.0,customer20@gmail.com,Pending
TXN0092,Phone Case,1343.53,,3.0,customer13@email.com,Pending
TXN0093,Headphones,1578.36,,9.0,customer47@yahoo.com,Success
TXN0094,Mouse,1225.0,,3.0,customer30@email.com,Failed
TXN0095,RAM,1635.61,,8.0,customer6@outlook.com,Success
TXN0096,Tablet,192.51,2026-03-31,3.0,customer24@gmail.com,Failed
TXN0097,Watch,1303.42,,7.0,customer6@gmail.com,Success
TXN0098,nan,308.0,,10.0,customer5@email.com,Success
TXN0099,Laptop,1154.34,,10.0,customer5@outlook.com,Success
TXN0100,Laptop,946.0,2026-03-06,10.0,customer9@outlook.com,Success
