Transaction_ID,Product_Name,Price,Order_Date,Quantity,Customer_Email,Payment_Status
TXN0072,Tablet,$418.36,01-Mar-26,,customer9@yahoo.com,Completed
TXN0073,Watch,$61.30,03/02/2026,2.0,customer48@gmail.com,SUCCESS
TXN0074,,$730.46,02/26/2026,10.0,customer42@email.com,
TXN0075,Webcam,$858.28,24-04-2026,1.0,customer25@outlook.com,pending
TXN0076,Cooling Pad,$866.10,06/16/2026,3.0,customer26@email.com,Succeeded
TXN0077,RAM,$517.23,02-05-2026,1.0,customer9@outlook.com,success
TXN0078,Phone Case,$828,14-Jan-26,8.0,customer15@email.com,pending
TXN0079,Charger,$564.35,05/24/2026,9.0,customer2@outlook.com,Failure
TXN0080,Screen Protector,$708.54,2026-05-25,1.0,customer25@yahoo.com,Failure
TXN0081,Charger,$655.52,09/02/2026,4.0,customer32@email.com,Success
TXN0082,Keyboard,$236,06/23/2026,3.0,customer1@gmail.com,Failure
TXN0083,Tablet,$586.00,,8.0,customer5@outlook.com,SUCCESS
TXN0084,RAM,,03/22/2026,6.0,customer2@email.com,Failed
TXN0085,Cooling Pad,"$1,840.34",28/01/2026,6.0,customer15@outlook.com,Failed
TXN0086,Watch,395.87,15/06/2026,2.0,customer12@gmail.com,SUCCESS
TXN0087,Cooling Pad,"$1,522",05/25/2026,7.0,customer41@email.com,Failure
TXN0088,Smartphone,$158,15-Jan-26,1.0,customer30@email.com,success
TXN0089,Smartphone,$1621.53,05/02/2026,5.0,customer33@gmail.com,Success
TXN0090,  Cooling Pad  ,$1052.9,2026-03-14,0.0,customer5@outlook.com,pending
TXN0091,SSD,$1450.23,30/05/2026,10.0,customer20@gmail.com,Pending
TXN0092,Phone Case,"$1,343.53",04/19/2026,3.0,customer13@email.com,pending
TXN0093,Headphones,"$1,578.36",08/06/2026,9.0,customer47@yahoo.com,SUCCESS
TXN0094,Mouse,"$1,225",03-Mar-26,3.0,customer30@email.com,FAILED
TXN0095,RAM,$1635.61,2026-01-14,8.0,customer6@outlook.com,Paid
TXN0096,Tablet,$192.51,31-03-2026,3.0,customer24@gmail.com,Failed
TXN0097,Watch,$1303.42,2026-03-15,7.0,customer6@gmail.com,SUCCESS
TXN0098,,$308,15/03/2026,10.0,customer5@email.com,Success
TXN0099,Laptop,$1154.34,01/01/2026,10.0,customer5@outlook.com,Completed
TXN0100,Laptop,$946,06-03-2026,10.0,customer9@outlook.com,success
TXN0006,Cooling Pad,287.86,04/20/2026,5,customer49@gmail.com,Succeeded
TXN0070,RAM,"$1,456",05/06/2026,5,customer16@email.com,Pending
TXN0083,Tablet,$586.00,,2,customer5@outlook.com,SUCCESS
TXN0100,Laptop,$946,06-03-2026,10,customer9@outlook.com,success
TXN0060,Webcam,$81.44,25-Jun-26,7,customer29@gmail.com,success
